94,Sai Htee Saing,စိုင်းထီးဆိုင်,Cherry Ko Thar Pann Par Kwal,ချယ်ရီကိုသာပန်ပါကွယ်,https://www.youtube.com/watch?v=L3tmXj63OjY&list=RDL3tmXj63OjY&start_radio=1
95,Sai Htee Saing,စိုင်းထီးဆိုင်,Nga Bawa,ငါ့ဘဝ,https://www.youtube.com/watch?v=6_MGOD3eWEg&list=RD6_MGOD3eWEg&start_radio=1
96,Sai Htee Saing,စိုင်းထီးဆိုင်,Kyin Phuu Sar Ma Myi Lo Lar,ကြင်ဖူးစာမမည်လို့လား,https://www.youtube.com/watch?v=dxujLR7-gOo&list=RDdxujLR7-gOo&start_radio=1
97,Sai Htee Saing,စိုင်းထီးဆိုင်,Thate Thate Chit Ya Dae Nwet Tin Yal,သိပ်သိပ်ချစ်ရတဲ့နွဲ့တင်ရယ်,https://www.youtube.com/watch?v=R8e-IVT6Dxg&list=RDR8e-IVT6Dxg&start_radio=1
98,Sai Htee Saing,စိုင်းထီးဆိုင်,Chit Tar Ta Khu Tal Thi Dae,ချစ်တာတခုတည်းသိတယ်,https://www.youtube.com/watch?v=hfMsRlVDY88&list=RDhfMsRlVDY88&start_radio=1
99,Sai Htee Saing,စိုင်းထီးဆိုင်,Nay Yit Taw Kwal Thwar Taw Mae,နေရစ်တော့ကွယ်သွားတော့မယ်,https://www.youtube.com/watch?v=4l8MlC13aiY&list=RD4l8MlC13aiY&start_radio=1
100,Zaw Paing,ဇော်ပိုင်,Yin Khon Ya Lunn Lo,ရင်ခုန်ရလွန်းလို့,https://www.youtube.com/watch?v=iATF1vlhLxs&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=13
101,Zaw Paing,ဇော်ပိုင်,Minn Atwat So Yin,မင်းအတွက်ဆိုရင်,https://www.youtube.com/watch?v=oOLVv0Y1m0A&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=41
102,Zaw Paing,ဇော်ပိုင်,An Za Li,အဉ္ဇလီ,https://www.youtube.com/watch?v=oFNwfl5h0hA&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=107
103,Zaw Paing,ဇော်ပိုင်,Naung Ta,နောင်တ,https://www.youtube.com/watch?v=nGTgWVy0LSM&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=108
104,Zaw Paing,ဇော်ပိုင်,Ma Nay Ka Kaung Ma Lay,မနေ့ကကောင်မလေး,https://www.youtube.com/watch?v=DWibgzfXr8U&list=PLYSyX_qwcf8WN0RdrpV940kOCs0qFezVK&index=119
